date,product_category,day_of_week,month,season,holiday,promo,weather_score,sales,is_outlier,has_event,justified_outlier,unjustified_outlier,sales_clean,ds
2020-01-15,Alimentaire,2,1,0,0,0,0.4185243997176452,123,False,False,False,False,123,2020-01-01
2020-01-15,Électronique,2,1,0,0,0,0.3750179660410636,110,False,False,False,False,110,2020-01-01
2020-01-15,Jouets,2,1,0,0,0,0.4734762459529797,55,False,False,False,False,55,2020-01-01
2020-01-16,Vêtements,3,1,0,0,0,0.5268593581044297,81,False,False,False,False,81,2020-01-01
2020-01-16,Électronique,3,1,0,0,1,0.3885177812647585,152,True,True,True,False,152,2020-01-01
2020-01-16,Jouets,3,1,0,0,0,0.6196910948761353,62,False,False,False,False,62,2020-01-01
2020-01-16,Alimentaire,3,1,0,0,0,0.5033719054901054,112,False,False,False,False,112,2020-01-01
2020-01-17,Vêtements,4,1,0,0,0,0.3325530539546755,71,False,False,False,False,71,2020-01-01
2020-01-17,Électronique,4,1,0,0,0,0.4890976580036536,99,False,False,False,False,99,2020-01-01
2020-01-17,Jouets,4,1,0,0,1,0.503437530902646,89,False,True,False,False,89,2020-01-01
2020-01-17,Alimentaire,4,1,0,0,0,0.4403105215268028,117,False,False,False,False,117,2020-01-01
2020-01-18,Électronique,5,1,0,0,0,0.4763551163264141,99,False,False,False,False,99,2020-01-01
2020-01-18,Vêtements,5,1,0,0,1,0.6362132403685079,107,False,True,False,False,107,2020-01-01
2020-01-18,Jouets,5,1,0,0,0,0.4880380375631228,48,False,False,False,False,48,2020-01-01
2020-01-18,Alimentaire,5,1,0,0,0,0.5160589433171759,111,False,False,False,False,111,2020-01-01
2020-01-19,Électronique,6,1,0,0,0,0.5184309064078103,93,False,False,False,False,93,2020-01-01
2020-01-19,Vêtements,6,1,0,0,1,0.5820553502887897,113,False,True,False,False,113,2020-01-01
2020-01-19,Alimentaire,6,1,0,0,0,0.3896815618766907,109,False,False,False,False,109,2020-01-01
2020-01-19,Jouets,6,1,0,0,0,0.4579972272705837,46,False,False,False,False,46,2020-01-01
2020-01-20,Vêtements,0,1,0,0,0,0.6444412195055087,89,False,False,False,False,89,2020-01-01
2020-01-20,Alimentaire,0,1,0,0,0,0.3095325306534536,124,False,False,False,False,124,2020-01-01
2020-01-20,Électronique,0,1,0,0,0,0.3772320035543943,113,False,False,False,False,113,2020-01-01
2020-01-20,Jouets,0,1,0,0,0,0.4408721990630294,68,False,False,False,False,68,2020-01-01
2020-01-21,Alimentaire,1,1,0,0,1,0.5358344511076003,142,False,True,False,False,142,2020-01-01
2020-01-21,Électronique,1,1,0,0,0,0.3506490221746856,112,False,False,False,False,112,2020-01-01
2020-01-21,Vêtements,1,1,0,0,0,0.3803442071383313,79,False,False,False,False,79,2020-01-01
2020-01-21,Jouets,1,1,0,0,0,0.2876052417299335,61,False,False,False,False,61,2020-01-01
2020-01-22,Électronique,2,1,0,0,0,0.7927270092473331,98,False,False,False,False,98,2020-01-01
2020-01-22,Jouets,2,1,0,0,0,0.4005644934369126,61,False,False,False,False,61,2020-01-01
2020-01-22,Vêtements,2,1,0,0,0,0.4454813755273678,85,False,False,False,False,85,2020-01-01
2020-01-22,Alimentaire,2,1,0,0,0,0.5720996952905636,117,False,False,False,False,117,2020-01-01
2020-01-23,Vêtements,3,1,0,0,0,0.4434607029714598,85,False,False,False,False,85,2020-01-01
2020-01-23,Électronique,3,1,0,0,0,0.5243134655138489,95,False,False,False,False,95,2020-01-01
2020-01-23,Jouets,3,1,0,0,0,0.4529796661214689,60,False,False,False,False,60,2020-01-01
2020-01-23,Alimentaire,3,1,0,0,1,0.4078548976571078,132,False,True,False,False,132,2020-01-01
2020-01-24,Alimentaire,4,1,0,0,0,0.5612332214002512,115,False,False,False,False,115,2020-01-01
2020-01-24,Vêtements,4,1,0,0,0,0.4021411610011345,70,False,False,False,False,70,2020-01-01
2020-01-24,Jouets,4,1,0,0,0,0.3201785260590892,54,False,False,False,False,54,2020-01-01
2020-01-24,Électronique,4,1,0,0,0,0.3618408281536419,100,False,False,False,False,100,2020-01-01
2020-01-25,Jouets,5,1,0,0,0,0.4368562972516817,40,False,False,False,False,40,2020-01-01
2020-01-25,Vêtements,5,1,0,0,0,0.4481930980524943,65,False,False,False,False,65,2020-01-01
2020-01-25,Alimentaire,5,1,0,0,0,0.2776425832062803,107,False,False,False,False,107,2020-01-01
2020-01-25,Électronique,5,1,0,0,0,0.4699019687606778,100,False,False,False,False,100,2020-01-01
2020-01-26,Électronique,6,1,0,0,0,0.4665197012555498,89,False,False,False,False,89,2020-01-01
2020-01-26,Vêtements,6,1,0,0,0,0.6228030209608135,83,False,False,False,False,83,2020-01-01
2020-01-26,Alimentaire,6,1,0,0,0,0.6243405797187163,107,False,False,False,False,107,2020-01-01
2020-01-26,Jouets,6,1,0,0,0,0.3206078886808037,50,False,False,False,False,50,2020-01-01
2020-01-27,Jouets,0,1,0,0,0,0.4302281096101755,69,False,False,False,False,69,2020-01-01
2020-01-27,Électronique,0,1,0,0,0,0.4342865037721942,115,False,False,False,False,115,2020-01-01
2020-01-27,Vêtements,0,1,0,0,0,0.4400178606082938,87,False,False,False,False,87,2020-01-01
2020-01-27,Alimentaire,0,1,0,0,1,0.4433294891944947,144,False,True,False,False,144,2020-01-01
2020-01-28,Alimentaire,1,1,0,0,0,0.4346537104275192,123,False,False,False,False,123,2020-01-01
2020-01-28,Jouets,1,1,0,0,0,0.5208322508625592,62,False,False,False,False,62,2020-01-01
2020-01-28,Vêtements,1,1,0,0,0,0.461345838410224,92,False,False,False,False,92,2020-01-01
2020-01-28,Électronique,1,1,0,0,0,0.4364458901184443,105,False,False,False,False,105,2020-01-01
2020-01-29,Jouets,2,1,0,0,1,0.4019937698159386,93,False,True,False,False,93,2020-01-01
2020-01-29,Vêtements,2,1,0,0,1,0.408935491281751,112,False,True,False,False,112,2020-01-01
2020-01-29,Alimentaire,2,1,0,0,1,0.5360368715904861,143,False,True,False,False,143,2020-01-01
2020-01-29,Électronique,2,1,0,0,0,0.6271065326007034,104,False,False,False,False,104,2020-01-01
2020-01-30,Alimentaire,3,1,0,0,1,0.3382199386184663,136,False,True,False,False,136,2020-01-01
2020-01-30,Électronique,3,1,0,0,1,0.418259186558566,148,True,True,True,False,148,2020-01-01
2020-01-30,Jouets,3,1,0,0,0,0.5321291470757388,61,False,False,False,False,61,2020-01-01
2020-01-30,Vêtements,3,1,0,0,0,0.5380778071365052,89,False,False,False,False,89,2020-01-01
2020-01-31,Électronique,4,1,0,0,0,0.5672293408040402,95,False,False,False,False,95,2020-01-01
2020-01-31,Jouets,4,1,0,0,0,0.3499523450836998,47,False,False,False,False,47,2020-01-01
2020-01-31,Vêtements,4,1,0,0,1,0.6392455941483067,114,False,True,False,False,114,2020-01-01
2020-01-31,Alimentaire,4,1,0,0,1,0.2596331398899469,139,False,True,False,False,139,2020-01-01
2020-02-01,Vêtements,5,2,0,0,0,0.6672265904097527,63,False,False,False,False,63,2020-02-01
2020-02-01,Jouets,5,2,0,0,1,0.4165815151267376,76,False,True,False,False,76,2020-02-01
2020-02-01,Électronique,5,2,0,0,1,0.4262620096502041,141,True,True,True,False,141,2020-02-01
2020-02-01,Alimentaire,5,2,0,0,0,0.3521222876153714,109,False,False,False,False,109,2020-02-01
2020-02-02,Jouets,6,2,0,0,0,0.5715493096769485,50,False,False,False,False,50,2020-02-01
2020-02-02,Électronique,6,2,0,0,0,0.4772280385164247,97,False,False,False,False,97,2020-02-01
2020-02-02,Vêtements,6,2,0,0,0,0.4649221794398446,70,False,False,False,False,70,2020-02-01
2020-02-02,Alimentaire,6,2,0,0,0,0.2733947905850717,115,False,False,False,False,115,2020-02-01
2020-02-03,Vêtements,0,2,0,0,0,0.347971320775939,91,False,False,False,False,91,2020-02-01
2020-02-03,Jouets,0,2,0,0,0,0.6006730071227064,65,False,False,False,False,65,2020-02-01
2020-02-03,Électronique,0,2,0,0,1,0.5450962634776477,159,True,True,True,False,159,2020-02-01
2020-02-03,Alimentaire,0,2,0,0,0,0.3600921571815524,128,False,False,False,False,128,2020-02-01
2020-02-04,Jouets,1,2,0,0,1,0.6091805339074645,97,False,True,False,False,97,2020-02-01
2020-02-04,Vêtements,1,2,0,0,0,0.6081514086299742,76,False,False,False,False,76,2020-02-01
2020-02-04,Alimentaire,1,2,0,0,0,0.3428847648882117,127,False,False,False,False,127,2020-02-01
2020-02-04,Électronique,1,2,0,0,0,0.5037541841486821,124,False,False,False,False,124,2020-02-01
2020-02-05,Vêtements,2,2,0,0,0,0.2477722082512049,83,False,False,False,False,83,2020-02-01
2020-02-05,Électronique,2,2,0,0,0,0.4848032617683961,110,False,False,False,False,110,2020-02-01
2020-02-05,Alimentaire,2,2,0,0,1,0.4929779638482383,142,False,True,False,False,142,2020-02-01
2020-02-05,Jouets,2,2,0,0,0,0.606014381867127,59,False,False,False,False,59,2020-02-01
2020-02-06,Électronique,3,2,0,0,0,0.4823866496449022,100,False,False,False,False,100,2020-02-01
2020-02-06,Vêtements,3,2,0,0,0,0.4612035031092548,68,False,False,False,False,68,2020-02-01
2020-02-06,Jouets,3,2,0,0,0,0.2100486120131517,55,False,False,False,False,55,2020-02-01
2020-02-06,Alimentaire,3,2,0,0,0,0.4106253980916285,119,False,False,False,False,119,2020-02-01
2020-02-07,Vêtements,4,2,0,0,0,0.4098624320102825,78,False,False,False,False,78,2020-02-01
2020-02-07,Alimentaire,4,2,0,0,0,0.6671347575437476,119,False,False,False,False,119,2020-02-01
2020-02-07,Électronique,4,2,0,0,1,0.5505735432472799,149,True,True,True,False,149,2020-02-01
2020-02-07,Jouets,4,2,0,0,0,0.4913298863851791,45,False,False,False,False,45,2020-02-01
2020-02-08,Électronique,5,2,0,0,1,0.4765075728479025,151,True,True,True,False,151,2020-02-01
2020-02-08,Vêtements,5,2,0,0,0,0.5406056122428081,78,False,False,False,False,78,2020-02-01
2020-02-08,Jouets,5,2,0,0,0,0.4106484907480719,47,False,False,False,False,47,2020-02-01
2020-02-08,Alimentaire,5,2,0,0,0,0.625761905635936,118,False,False,False,False,118,2020-02-01
2020-02-09,Jouets,6,2,0,0,0,0.3900955248445127,39,False,False,False,False,39,2020-02-01
2020-02-09,Vêtements,6,2,0,0,0,0.3126558696045383,82,False,False,False,False,82,2020-02-01
2020-02-09,Alimentaire,6,2,0,0,0,0.5797850701382139,115,False,False,False,False,115,2020-02-01
2020-02-09,Électronique,6,2,0,0,0,0.5645890420275892,94,False,False,False,False,94,2020-02-01
2020-02-10,Électronique,0,2,0,0,0,0.5644123767850109,104,False,False,False,False,104,2020-02-01
2020-02-10,Jouets,0,2,0,0,0,0.5081988813824719,65,False,False,False,False,65,2020-02-01
2020-02-10,Alimentaire,0,2,0,0,0,0.625228366195664,125,False,False,False,False,125,2020-02-01
2020-02-10,Vêtements,0,2,0,0,0,0.5161299542662695,88,False,False,False,False,88,2020-02-01
2020-02-11,Électronique,1,2,0,0,0,0.5672389337611382,115,False,False,False,False,115,2020-02-01
2020-02-11,Jouets,1,2,0,0,0,0.5166655817359844,65,False,False,False,False,65,2020-02-01
2020-02-11,Vêtements,1,2,0,0,1,0.4139270836604661,129,False,True,False,False,129,2020-02-01
2020-02-11,Alimentaire,1,2,0,0,0,0.3247622904859003,126,False,False,False,False,126,2020-02-01
2020-02-12,Jouets,2,2,0,0,0,0.4203935862279366,59,False,False,False,False,59,2020-02-01
2020-02-12,Alimentaire,2,2,0,0,0,0.6180989905305672,111,False,False,False,False,111,2020-02-01
2020-02-12,Électronique,2,2,0,0,0,0.403329810929734,109,False,False,False,False,109,2020-02-01
2020-02-12,Vêtements,2,2,0,0,0,0.5403274563037171,84,False,False,False,False,84,2020-02-01
2020-02-13,Électronique,3,2,0,0,0,0.6673441885622985,97,False,False,False,False,97,2020-02-01
2020-02-13,Jouets,3,2,0,0,0,0.5441746736377557,45,False,False,False,False,45,2020-02-01
2020-02-13,Vêtements,3,2,0,0,0,0.2685955933999894,70,False,False,False,False,70,2020-02-01
2020-02-13,Alimentaire,3,2,0,0,0,0.5102917390523237,110,False,False,False,False,110,2020-02-01
2020-02-14,Alimentaire,4,2,0,0,0,0.6227034597048873,116,False,False,False,False,116,2020-02-01
2020-02-14,Vêtements,4,2,0,0,0,0.3419396059190831,67,False,False,False,False,67,2020-02-01
2020-02-14,Électronique,4,2,0,0,1,0.6244565160355255,163,True,True,True,False,163,2020-02-01
2020-02-14,Jouets,4,2,0,0,0,0.7231498911027748,53,False,False,False,False,53,2020-02-01
2020-02-15,Électronique,5,2,0,0,1,0.5001109944687293,144,True,True,True,False,144,2020-02-01
2020-02-15,Jouets,5,2,0,0,1,0.3455566151751755,83,False,True,False,False,83,2020-02-01
2020-02-15,Vêtements,5,2,0,0,0,0.5771401794903767,63,False,False,False,False,63,2020-02-01
2020-02-15,Alimentaire,5,2,0,0,0,0.3679121644622682,118,False,False,False,False,118,2020-02-01
2020-02-16,Alimentaire,6,2,0,0,0,0.549288397185187,105,False,False,False,False,105,2020-02-01
2020-02-16,Électronique,6,2,0,0,1,0.4398873447331153,142,True,True,True,False,142,2020-02-01
2020-02-16,Vêtements,6,2,0,0,0,0.5833603204837349,66,False,False,False,False,66,2020-02-01
2020-02-16,Jouets,6,2,0,0,0,0.6165916520255224,46,False,False,False,False,46,2020-02-01
2020-02-17,Vêtements,0,2,0,0,0,0.3505243853550356,85,False,False,False,False,85,2020-02-01
2020-02-17,Électronique,0,2,0,0,0,0.5136597395588752,114,False,False,False,False,114,2020-02-01
2020-02-17,Alimentaire,0,2,0,0,0,0.3333236593210802,136,False,False,False,False,136,2020-02-01
2020-02-17,Jouets,0,2,0,0,1,0.5025385277972272,102,False,True,False,False,102,2020-02-01
2020-02-18,Jouets,1,2,0,0,0,0.5858139070934016,63,False,False,False,False,63,2020-02-01
2020-02-18,Alimentaire,1,2,0,0,1,0.4283426511575894,147,False,True,False,False,147,2020-02-01
2020-02-18,Vêtements,1,2,0,0,0,0.5809594435971885,82,False,False,False,False,82,2020-02-01
2020-02-18,Électronique,1,2,0,0,0,0.553089431421595,107,False,False,False,False,107,2020-02-01
2020-02-19,Jouets,2,2,0,0,0,0.7053818690086595,63,False,False,False,False,63,2020-02-01
2020-02-19,Vêtements,2,2,0,0,1,0.5602580267978341,125,False,True,False,False,125,2020-02-01
2020-02-19,Alimentaire,2,2,0,0,0,0.4876863564647732,127,False,False,False,False,127,2020-02-01
2020-02-19,Électronique,2,2,0,0,1,0.4554349696970005,154,True,True,True,False,154,2020-02-01
2020-02-20,Jouets,3,2,0,0,1,0.3624489110431257,88,False,True,False,False,88,2020-02-01
2020-02-20,Vêtements,3,2,0,0,0,0.7105297429458313,78,False,False,False,False,78,2020-02-01
2020-02-20,Alimentaire,3,2,0,0,0,0.4187454229878014,117,False,False,False,False,117,2020-02-01
2020-02-20,Électronique,3,2,0,0,0,0.5034887947089408,100,False,False,False,False,100,2020-02-01
2020-02-21,Électronique,4,2,0,0,0,0.5851124098380238,100,False,False,False,False,100,2020-02-01
2020-02-21,Alimentaire,4,2,0,0,0,0.6368079350488601,123,False,False,False,False,123,2020-02-01
2020-02-21,Jouets,4,2,0,0,0,0.6223855918542593,46,False,False,False,False,46,2020-02-01
2020-02-21,Vêtements,4,2,0,0,0,0.5125901388394959,74,False,False,False,False,74,2020-02-01
2020-02-22,Alimentaire,5,2,0,0,0,0.5337955554145025,111,False,False,False,False,111,2020-02-01
2020-02-22,Jouets,5,2,0,0,0,0.5000755507454595,49,False,False,False,False,49,2020-02-01
2020-02-22,Vêtements,5,2,0,0,0,0.4407759155187185,68,False,False,False,False,68,2020-02-01
2020-02-22,Électronique,5,2,0,0,0,0.5975713377669251,93,False,False,False,False,93,2020-02-01
2020-02-23,Électronique,6,2,0,0,0,0.5446981717009852,94,False,False,False,False,94,2020-02-01
2020-02-23,Vêtements,6,2,0,0,0,0.2846269426208538,65,False,False,False,False,65,2020-02-01
2020-02-23,Jouets,6,2,0,0,0,0.4361414174854969,41,False,False,False,False,41,2020-02-01
2020-02-23,Alimentaire,6,2,0,0,0,0.5685857818608419,108,False,False,False,False,108,2020-02-01
2020-02-24,Électronique,0,2,0,0,0,0.5239857745849297,117,False,False,False,False,117,2020-02-01
2020-02-24,Jouets,0,2,0,0,1,0.5486309993350221,101,False,True,False,False,101,2020-02-01
2020-02-24,Vêtements,0,2,0,0,0,0.5623087347889095,86,False,False,False,False,86,2020-02-01
2020-02-24,Alimentaire,0,2,0,0,0,0.665330963717853,126,False,False,False,False,126,2020-02-01
2020-02-25,Électronique,1,2,0,0,0,0.6991370418416905,118,False,False,False,False,118,2020-02-01
2020-02-25,Alimentaire,1,2,0,0,0,0.4001559147123281,121,False,False,False,False,121,2020-02-01
2020-02-25,Vêtements,1,2,0,0,0,0.6623256690528054,86,False,False,False,False,86,2020-02-01
2020-02-25,Jouets,1,2,0,0,0,0.5392913510548216,66,False,False,False,False,66,2020-02-01
2020-02-26,Vêtements,2,2,0,0,0,0.4430851801327466,82,False,False,False,False,82,2020-02-01
2020-02-26,Jouets,2,2,0,0,0,0.5040924748728923,63,False,False,False,False,63,2020-02-01
2020-02-26,Alimentaire,2,2,0,0,0,0.6590403568573638,125,False,False,False,False,125,2020-02-01
2020-02-26,Électronique,2,2,0,0,1,0.4202886433775019,162,True,True,True,False,162,2020-02-01
2020-02-27,Vêtements,3,2,0,0,0,0.4606013318756879,81,False,False,False,False,81,2020-02-01
2020-02-27,Jouets,3,2,0,0,0,0.5306389482073414,48,False,False,False,False,48,2020-02-01
2020-02-27,Alimentaire,3,2,0,0,1,0.5434941038367899,142,False,True,False,False,142,2020-02-01
2020-02-27,Électronique,3,2,0,0,0,0.5537768190368484,97,False,False,False,False,97,2020-02-01
2020-02-28,Jouets,4,2,0,0,0,0.5171469317590391,56,False,False,False,False,56,2020-02-01
2020-02-28,Vêtements,4,2,0,0,0,0.5518793017451721,74,False,False,False,False,74,2020-02-01
2020-02-28,Alimentaire,4,2,0,0,0,0.4001693224708945,116,False,False,False,False,116,2020-02-01
2020-02-28,Électronique,4,2,0,0,0,0.5863528242521521,97,False,False,False,False,97,2020-02-01
2020-02-29,Électronique,5,2,0,0,0,0.5467950422131852,94,False,False,False,False,94,2020-02-01
2020-02-29,Jouets,5,2,0,0,0,0.3829719293603225,40,False,False,False,False,40,2020-02-01
2020-02-29,Alimentaire,5,2,0,0,0,0.6152648103261693,104,False,False,False,False,104,2020-02-01
2020-02-29,Vêtements,5,2,0,0,0,0.3782596206503048,66,False,False,False,False,66,2020-02-01
2020-03-01,Vêtements,6,3,1,0,1,0.436906916626221,120,False,True,False,False,120,2020-03-01
2020-03-01,Jouets,6,3,1,0,0,0.4452004181258862,50,False,False,False,False,50,2020-03-01
2020-03-01,Électronique,6,3,1,0,1,0.4057939816425755,140,True,True,True,False,140,2020-03-01
2020-03-01,Alimentaire,6,3,1,0,1,0.3885918641766912,136,False,True,False,False,136,2020-03-01
2020-03-02,Jouets,0,3,1,0,1,0.3414374293230407,99,False,True,False,False,99,2020-03-01
2020-03-02,Vêtements,0,3,1,0,1,0.5837154486331384,140,False,True,False,False,140,2020-03-01
2020-03-02,Électronique,0,3,1,0,0,0.4678840961294297,115,False,False,False,False,115,2020-03-01
2020-03-02,Alimentaire,0,3,1,0,0,0.4785849689288811,131,False,False,False,False,131,2020-03-01
2020-03-03,Jouets,1,3,1,0,0,0.5446536506940711,57,False,False,False,False,57,2020-03-01
2020-03-03,Vêtements,1,3,1,0,1,0.416290986638496,143,False,True,False,False,143,2020-03-01
2020-03-03,Alimentaire,1,3,1,0,1,0.6140067846495161,157,True,True,True,False,157,2020-03-01
2020-03-03,Électronique,1,3,1,0,0,0.4941279572895371,108,False,False,False,False,108,2020-03-01
2020-03-04,Vêtements,2,3,1,0,0,0.6094179547521476,96,False,False,False,False,96,2020-03-01
2020-03-04,Électronique,2,3,1,0,0,0.5479003143392759,112,False,False,False,False,112,2020-03-01
2020-03-04,Jouets,2,3,1,0,0,0.4138690420302892,57,False,False,False,False,57,2020-03-01
2020-03-04,Alimentaire,2,3,1,0,1,0.5199610418402782,138,False,True,False,False,138,2020-03-01
2020-03-05,Vêtements,3,3,1,0,0,0.5194333463338233,104,False,False,False,False,104,2020-03-01
2020-03-05,Jouets,3,3,1,0,0,0.5963925423055572,62,False,False,False,False,62,2020-03-01
2020-03-05,Alimentaire,3,3,1,0,1,0.7178562173991662,142,False,True,False,False,142,2020-03-01
2020-03-05,Électronique,3,3,1,0,0,0.4852659773378494,91,False,False,False,False,91,2020-03-01
2020-03-06,Alimentaire,4,3,1,0,0,0.5249450945930072,116,False,False,False,False,116,2020-03-01
2020-03-06,Électronique,4,3,1,0,0,0.7492183998600687,96,False,False,False,False,96,2020-03-01
2020-03-06,Jouets,4,3,1,0,0,0.4724878571744953,48,False,False,False,False,48,2020-03-01
2020-03-06,Vêtements,4,3,1,0,1,0.5399228192939327,136,False,True,False,False,136,2020-03-01
2020-03-07,Alimentaire,5,3,1,0,1,0.4682239105982604,135,False,True,False,False,135,2020-03-01
2020-03-07,Vêtements,5,3,1,0,0,0.5116578512012464,102,False,False,False,False,102,2020-03-01
2020-03-07,Électronique,5,3,1,0,0,0.6071515935581039,102,False,False,False,False,102,2020-03-01
2020-03-07,Jouets,5,3,1,0,0,0.34934659698096,54,False,False,False,False,54,2020-03-01
2020-03-08,Électronique,6,3,1,0,1,0.3366077040940712,139,True,True,True,False,139,2020-03-01
2020-03-08,Alimentaire,6,3,1,0,0,0.3034444108523494,108,False,False,False,False,108,2020-03-01
2020-03-08,Vêtements,6,3,1,0,0,0.4412884729379852,83,False,False,False,False,83,2020-03-01
2020-03-08,Jouets,6,3,1,0,1,0.4575168652474362,78,False,True,False,False,78,2020-03-01
2020-03-09,Jouets,0,3,1,0,0,0.5069337161715348,63,False,False,False,False,63,2020-03-01
